10	350693	0.136183
10	796468	0.173956
10	1224581	0.794235
10	1279272	0.776342
10	1393592	0.912525
10	1449377	0.105368
10	2102433	0.0387674
10	4667529	0.222664
10	4911158	0.214712
10	5034016	0.202783
10	5420851	0.0228628
10	5550768	0.104374
10	5663691	0.498012
10	6417724	0.00198807
10	6747521	0.137177
10	7165106	0.403579
10	7545524	0.05666
10	9604930	0.259443
10	10232427	0.162028
10	11699441	0.94334
10	13269807	0.373757
10	13389006	0.0656064
10	14340610	0.329026
10	15551279	0.708748
10	15735617	0.181909
10	16988787	0.0208748
10	18788390	0.189861
10	20036177	0.622266
10	20162462	0.2167
10	21192389	0.00298211
10	21521210	0.0357853
10	24215163	0.0646123
10	25599875	0.55169
10	26983024	0.691849
10	27130625	0.486084
10	27336671	0.502982
10	27903768	0.595427
10	28702072	0.469185
10	28921788	0.246521
10	29060698	0.178926
10	29770786	0.549702
10	29827355	0.0636183
10	30472411	0.66501
10	31731063	0.0735587
10	32379600	0.998012
10	33467539	0.182903
10	33874231	0.274354
10	37217312	0.0805169
10	38167038	0.875746
10	38677789	0.505964
10	42382342	0.463221
10	44548259	0.0864811
10	48500100	0.00497018
10	48907434	0.460239
10	52540483	0.71173
10	53798924	0.272366
10	54225761	0
10	55030395	0.290258
10	55814018	0.22664
10	56937275	0.146123
10	58224183	0.00596421
10	59261217	0.806163
10	59334656	0.083499
10	64152808	0.0586481
10	64657502	0.107356
10	65327084	0.33499
10	66437582	0.823062
10	67025536	0.0874752
10	67572596	0.000994036
10	67827726	0.335984
10	67890325	0.17992
10	68272893	0.16501
10	68746991	0.656064
10	70068577	0.84493
10	71135074	0.0119284
10	72323275	0.272366
10	72717030	0.128231
10	73030775	0.853877
10	73094420	0.163022
10	73731768	0.0994036
10	74308804	0.639165
10	78316240	0.959245
10	78978242	0.0805169
10	79543819	0.281312
10	80400029	0.161034
10	80462933	0.0775348
10	80845405	0.298211
10	81417283	0.256461
10	82232706	0.400596
10	82510574	0.00795229
10	84676590	0.323062
10	85212217	0.0526839
10	85345465	0.0188867
10	86083579	0.124254
10	86795027	0.611332
10	86858515	0.27833
10	87726722	0.0228628
10	89172143	0.0387674
10	89435483	0.410537
10	90760606	0.547714
10	90904111	0.402584
10	91121907	0.261431
10	93729736	0.0735587
10	94155846	0.317097
10	95361588	0.166998
10	95504610	0.814115
10	95641485	0.445328
10	97029366	0.0874752
10	97329911	0.054672
10	98212575	0.39165
10	98441768	0.202783
10	98968967	0.614314
10	100302852	0.0318091
10	101084483	0.189861
10	101635461	0.692843
10	102024311	0.000994036
10	102925367	0.719682
10	105255614	0.148111
10	106767803	0.15507
10	107067938	0.0954274
10	109007002	0.925447
10	109411682	0.202783
10	109471620	0.56163
10	110158050	0.45328
10	110348376	0.436382
10	111935290	0
10	113225327	0.162028
10	113600635	0.314115
10	115559957	0.625248
10	115978451	0.171968
10	117079200	0.403579
10	117424380	0.0357853
10	118272726	0.913519
10	120197496	0.120278
10	121220708	0.382704
10	121286692	0.0596421
10	122535834	0.864811
10	122956484	0.999006
10	123758376	0.720676
10	125064283	0.166004
10	126303408	0.0447316
10	126436717	0.549702
10	126966739	0.201789
10	127789214	0.0228628
10	128043377	0.171968
10	129160313	0.255467
10	129273257	0.342942
10	129516607	0.813121
10	130754229	0.512922
10	130871039	0.000994036
10	131370520	0.536779
10	133324790	0.271372
10	134687912	0.132207
10	135051653	0.00795229
11	512205	0.135189
11	1370090	0.00198807
11	2337693	0.0815109
11	3583802	0.535785
11	4163558	0.929423
11	4548812	0.028827
11	5399218	0.187873
11	5877909	0.408549
11	6920970	0.176938
11	7260691	0.0109344
11	7825508	0.0447316
11	8505492	0.0119284
11	9010737	0.539761
11	9157925	0.366799
11	10137703	0.184891
11	11046259	0.183897
11	11400282	0.106362
11	12324679	0.0228628
11	13202953	0.115308
11	13412302	0.148111
11	14035961	0.375746
11	14418295	0.348907
11	15412448	0.0477137
11	16805048	0.843936
11	18118146	0.414513
11	18180856	0.307157
11	18938732	0.135189
11	19064316	0.129225
11	19532199	0.457256
11	20176986	0.388668
11	20316949	0.28827
11	22138887	0.00596421
11	22535284	0.0695825
11	22672739	0.141153
11	22806648	0.379722
11	23331591	0.331014
11	23462469	0.182903
11	23909957	0.463221
11	24253072	0.104374
11	24704375	0.17495
11	25443005	0.987078
11	25871796	0.267396
11	25996594	0.0357853
11	26237368	0.285288
11	26302294	0.158052
11	26653102	0.766402
11	27098784	0.185885
11	27171577	0.0606362
11	30302923	0.328032
11	30739896	0.0168986
11	31892201	0.000994036
11	32384813	0.139165
11	32516917	0.399602
11	33622297	0.00695825
11	34255541	0.971173
11	35847990	0.145129
11	36254509	0.0864811
11	38306518	0.0228628
11	38451400	0.492048
11	38579027	0.932406
11	40549546	0.112326
11	42162777	0.168986
11	42917230	0.431412
11	43880489	0.027833
11	44018804	0.776342
11	46194744	0.0805169
11	48535224	0.0805169
11	49073527	0.631213
11	49963338	0.592445
11	54992728	0.494036
11	56309093	0.116302
11	57020427	0.287276
11	57945418	0.421471
11	61519986	0.337972
11	62821139	0.153082
11	63966927	0.00994036
11	65587651	0.161034
11	66893474	0.00397614
11	68628743	0.298211
11	68693438	0.265408
11	68927048	0.392644
11	71122931	0.934394
11	71296482	0.699801
11	71526834	0.652087
11	73368875	0.585487
11	76348651	0.119284
11	77038903	0.681909
11	77745268	0.00497018
11	77877416	0.00397614
11	79209202	0.180915
11	79459484	0.0149105
11	80748693	0.11332
11	82992895	0.000994036
11	83204471	0.605368
11	83563436	0.95328
11	83755359	0.082505
11	84647430	0.0367793
11	85305353	0
11	86095816	0.110338
11	86834507	0.0874752
11	87507771	0.0765408
11	87802413	0.358847
11	87871776	0.0874752
11	88347843	0.67495
11	90375731	0.232604
11	90899786	0.775348
11	91090006	0.493042
11	91332680	0.0616302
11	91599345	0.171968
11	92760614	0.40159
11	93726072	0.594433
11	95350518	0.380716
11	96576270	0.130219
11	96760757	0.112326
11	98185572	0.137177
11	98804820	0.954274
11	99999990	0.0159046
11	100067600	0.592445
11	100469602	0.209742
11	101684475	0.175944
11	102641172	0.16501
11	102701858	0.473161
11	103078496	0.931412
11	103223596	0.661034
11	103359977	0.520875
11	103997165	0.208748
11	104062886	0.119284
11	104133611	0.12326
11	104643968	0.0308151
11	105432666	0.95328
11	105751330	0.408549
11	105921407	0.140159
11	106215204	0.745527
11	106882092	0.0129225
11	107161550	0.530815
11	108327218	0.170974
11	108404835	0.195825
11	108911002	0.206759
11	115090866	0.452286
11	115163665	0.105368
11	116948442	0.127237
11	118477367	0.692843
11	119337241	0.213718
11	119928883	0.289264
11	120196433	0.378728
11	121491307	0.473161
11	121790358	0.194831
11	123063082	0.00497018
11	124124775	0.406561
11	124717445	0.186879
11	126844664	0.110338
11	127107790	0.0536779
11	127664003	0.347913
11	130412175	0.114314
11	130934769	0
11	134035927	0.0188867
12	1845237	0.312127
12	2310551	0.361829
12	3204209	0.0904573
12	3374920	0.127237
12	3782894	0.147117
12	4063750	0.689861
12	5057389	0.082505
12	6203674	0.0298211
12	6260583	0.88668
12	6509888	0.482107
12	6838903	0.800199
12	6906828	0.631213
12	8229296	0.159046
12	9123932	0.437376
12	10024791	0.759443
12	10154249	0.569583
12	10705835	0.225646
12	11348886	0.869781
12	14468638	0.597416
12	15285379	0.0337972
12	17354283	0.0248509
12	17572718	0
12	17708675	0.0944334
12	18193198	0.137177
12	19421678	0.955268
12	20013193	0.00198807
12	20632922	0.291252
12	21017796	0.864811
12	21144501	0.0616302
12	21207758	0.638171
12	23992411	0.492048
12	24139829	0.388668
12	24207780	0.280318
12	25701401	0.720676
12	25983265	0.893638
12	26051954	0.826044
12	27000195	0.106362
12	27448496	0.450298
12	27963546	0.489066
12	28803717	0.353877
12	30412447	0.389662
12	30722566	0.312127
12	30877035	0.318091
12	32019875	0.265408
12	32274186	0.128231
12	32852949	0.161034
12	33398254	0.0437376
12	34807751	0.403579
12	38851616	0.0218688
12	39891709	0.0715706
12	40176306	0.129225
12	41042285	0.0795229
12	41952824	0.677932
12	42017686	0.0874752
12	42633736	0.645129
12	43220260	0.000994036
12	43637442	0.239563
12	43708380	0.167992
12	44232358	0.0168986
12	44299900	0.851889
12	47180934	0.0298211
12	47452341	0.00198807
12	47524884	0.275348
12	47735500	0.148111
12	48850910	0.0685885
12	49274072	0.507952
12	51402039	0.930417
12	52671254	0.347913
12	52732289	0.313121
12	53140663	0.701789
12	54951612	0.666998
12	55738427	0.197813
12	57771153	0.185885
12	58249243	0.304175
12	58638082	0.178926
12	59509020	0.78827
12	60822764	0.0715706
12	60965789	0.228628
12	61293469	0.00198807
12	62732091	0.184891
12	63901810	0.319085
